sigma,NBBg_R,NBBg_a,NBBg_kD,NBBg_kE
0.35,2.386569126,0.003571533,0.616612685,5.428486221
0.4,2.782409469,0.003317473,0.716295037,9.056934855
0.05,2.242016924,0.003512619,2.326331381,21.16608337
0.1,2.488520779,0.003925218,1.917757691,28.92685073
0.15,2.572932303,0.0036795,1.462346754,17.59310668
0.2,2.633911267,0.003950356,1.173187263,23.82818381
0.25,2.605847282,0.00293533,2.766769557,3.507811633
0.3,2.199962352,0.002617886,1.027689035,3.766482752
0.35,2.201590385,0.002029271,3.295232023,3.451950415
0.4,2.504638239,0.003706476,1.606509945,4.909374961
0.05,2.467717005,0.003845866,0.502983989,42.99165961
0.1,2.879356284,0.003818458,1.906460324,13.32306174
0.15,2.69009929,0.003769042,1.654704999,15.78242666
0.2,3.017002842,0.003919686,1.049185986,9.173518087
0.25,2.733052762,0.003848798,0.576037837,13.45151044
0.3,2.653614,0.003539717,1.277101654,4.599620589
0.35,2.559932138,0.002821848,1.584897165,3.667132347
0.4,2.513477591,0.002783904,1.745289786,2.795402665
0.05,2.375541422,0.003467747,2.310116439,21.77136543
0.1,2.60414151,0.0036185,1.881584057,34.07600866
0.15,2.411693162,0.003253518,0.75807609,9.739373688
0.2,2.687744111,0.003429581,0.78397242,8.113548563
0.25,2.618600819,0.00336523,1.186293182,6.166683044
0.3,2.452902352,0.002602644,635.6563511,3.630969723
0.35,2.886204906,0.002458246,1.375949495,3.397667879
0.4,2.163010422,0.003117413,0.39274658,8.570730372
0.05,2.456572009,0.003725982,1.477266949,31.92346948
0.1,2.588917659,0.003514728,1.797175762,36.51773441
0.15,2.740858382,0.003516644,1.088961939,7.49666849
0.2,2.203894263,0.002835194,1.866306893,5.17940639
0.25,2.374574632,0.002574017,1.316390945,3.365534285
0.3,2.070190482,0.003271723,0.926929183,15.08360201
0.35,2.601158838,0.002838543,1.164834856,3.35111513
0.4,3.137163424,0.003521917,5.239054325,4.0200094
0.05,2.538173356,0.003661399,1.721085823,24.12884258
0.1,2.31305169,0.003380211,0.666382997,64.04974479
0.15,2.537853295,0.003668795,2.704348167,5.258266498
0.2,2.575828742,0.003334392,1.127757159,8.532423404
0.25,2.27472767,0.003014346,0.730549637,7.380429817
0.3,3.430630556,0.00372175,1.429507736,3.433058667
0.35,2.810250545,0.003913577,2.771570222,4.305696602
0.4,2.619381231,0.003266966,1.195983129,3.739063885
0.05,3.011018608,0.003878622,0.632155427,60.83108451
0.1,2.447512838,0.003415435,1.182172534,32.25251365
0.15,2.234772808,0.003035712,0.955537547,68.13340518
0.2,2.718361666,0.003520778,1.246238117,6.129140476
0.25,2.566220546,0.003217576,0.859982549,6.675238121
0.3,2.198177639,0.00275875,0.875019827,5.660181244
0.35,2.816753697,0.004074741,0.722456105,5.714177843
0.4,3.34725124,0.003304971,1.644657673,1.991380092
0.05,2.852327448,0.003915811,0.667081841,35.68871433
0.1,2.743587727,0.003809133,2.170334422,24.79221114
0.15,2.65232417,0.003423673,1.409484259,13.52748845
0.2,3.016116225,0.00379466,0.435206036,7.503843768
0.25,3.29507467,0.003870633,1.524733763,3.942955614
0.3,3.073105273,0.003644642,252.6073778,3.901413392
0.35,2.240516042,0.003330308,0.962026599,6.955900991
0.4,2.429754933,0.001941636,3.491177398,2.046787453
0.05,2.466937523,0.003375255,1.225213982,32.73725516
0.1,2.863583653,0.003584375,2.044579098,15.98754976
0.15,2.478597535,0.004019089,3.841328077,12.9194149
0.2,2.639536012,0.003500083,0.512584724,9.638362918
0.25,2.420693736,0.002834074,1.274806296,7.200758634
0.3,3.40784938,0.004370726,2194.981002,4.202937686
0.35,2.721553544,0.003287269,1.253309821,6.103650927
0.4,2.730431232,0.003046116,2.256715822,3.000652468
0.05,2.424469561,0.003557584,1.717028627,66.05922991
0.1,2.62913601,0.003506585,5.908076764,21.11711505
0.15,2.670366985,0.003572402,1.464810857,20.18272111
0.2,2.383083993,0.003516967,1.755514053,13.47505476
0.25,2.716021734,0.003706651,1.295767132,14.28315561
0.3,2.097636883,0.002714345,1.387559346,4.710365316
0.35,2.441175533,0.003099747,1.13012751,6.71805036
0.4,2.631962088,0.002688124,0.934966331,4.154068526
0.05,2.671593297,0.003630214,1.51397572,32.53738417
0.1,3.026097964,0.004152028,0.951035237,35.00354225
0.15,2.79970283,0.003894088,0.942700451,26.53806317
0.2,2.804140915,0.00350052,1.358588488,5.247284356
0.25,2.257837063,0.00297274,1.480117847,5.005467439
0.3,2.512236751,0.002861126,0.865184759,3.874171745
0.35,2.944154831,0.003249775,884.0578229,2.65379741
0.4,3.140897692,0.003379909,0.790894325,4.548498818
0.05,2.278193748,0.003436084,0.51877909,127.6697785
0.1,2.788599658,0.0041046,0.99382443,37.44051429
0.15,2.434753472,0.003184394,0.620840497,43.93857732
0.2,2.79036938,0.004012945,1.363873376,17.73517637
0.25,2.817971307,0.003940999,2.049762366,8.047217758
0.3,2.980655974,0.003310756,1.342489253,3.953857751
0.35,2.559979632,0.003005898,8.106286897,3.815954367
0.4,2.288206367,0.003529034,0.704178602,4.148278832
0.05,2.353266869,0.003424454,0.863977562,97.20329794
0.1,2.419173686,0.003182714,1.766048793,19.13596376
0.15,2.620247268,0.003577952,1.327192212,15.73115644
0.2,2.60863638,0.003394216,0.864450712,9.830774227
0.25,2.336668294,0.002781968,1.200466876,11.51344789
0.3,2.971776543,0.003456365,0.60214963,5.536148309
0.35,2.466931379,0.003543481,17.60776,2.669885933
0.4,2.553134716,0.003016182,0.688980986,3.806252338
0.05,2.460475817,0.003439656,2.219729859,35.32423048
0.1,2.400597564,0.003460138,0.839015093,34.91980757
0.15,2.61758377,0.003213478,1.267378902,7.633488234
0.2,3.052050298,0.003824284,0.373048547,10.84527669
0.25,2.816200241,0.002856011,0.600591967,12.05793929
0.3,2.530796898,0.003348199,3.395406672,5.980033578
0.35,2.326926308,0.00319296,0.657822735,4.488018915
0.4,2.408333551,0.002574807,0.688190883,3.369993584
0.05,2.531700538,0.003634432,0.90895345,41.14138602
0.1,2.424310632,0.003466863,0.537161344,25.83887418
0.15,2.520232657,0.003641134,0.800961876,14.9177157
0.2,2.510002981,0.003516163,0.862650293,9.804832314
0.25,2.752906112,0.003256416,1.474734801,4.426367201
0.3,2.425442775,0.002915263,1.900128244,4.928935325
0.35,2.793604356,0.003179702,0.982554504,3.616975664
0.4,2.61394964,0.003058453,6.018304994,2.672194734
0.05,2.443089555,0.003323088,1.411528555,28.19694257
0.1,2.449359779,0.003574001,5.253358175,12.41278259
0.15,2.53282211,0.00327348,0.905829245,13.09501546
0.2,2.83412987,0.003731939,2.068897173,4.790915402
0.25,2.423864386,0.003865524,1.4440195,5.03753163
0.3,2.519720923,0.00340121,1.100170583,3.856013385
0.4,2.673215396,0.002942299,1.838425301,2.823407518
0.05,2.559744741,0.003786434,1.502826005,36.19953925
0.1,2.619255062,0.003968368,0.821735888,27.05781655
0.15,2.573207285,0.003501938,0.47246191,39.06342099
0.2,2.59218601,0.003431407,0.602717689,9.754314054
0.25,2.657191386,0.003901784,1.212983184,9.232856918
0.3,2.3702777,0.003438255,0.550570901,8.938280899
0.35,2.510282122,0.003087004,61.21851292,3.144517433
0.4,2.22100722,0.002656232,0.806020898,3.343958902
0.05,2.739748461,0.003834028,3.967752117,16.64562405
0.1,2.56736688,0.003895637,1.744809954,24.60075266
0.15,2.651236852,0.00343195,1.803675421,38.0751997
0.2,2.240442182,0.003442034,1.281682006,6.649184641
0.25,2.384016041,0.003323455,0.957124459,4.111670147
0.3,2.133086019,0.002935883,0.596511319,6.033582163
0.35,2.699645053,0.003496103,0.901236709,3.505859823
0.4,3.343145527,0.004013372,1.033766811,2.910810738
0.05,2.880265716,0.003852951,0.727626346,18.69309067
0.1,2.894613987,0.00368989,0.892500312,20.29656096
0.15,3.238661127,0.004267067,2.554138424,7.162695961
0.2,2.098794528,0.002916971,0.517670234,9.007973647
0.3,2.396547331,0.003231924,1.478243616,5.147651772
0.4,2.263842965,0.003466381,1629.811899,3.018918367
0.05,2.469348098,0.003754677,0.895656137,57.40910477
0.1,2.525159836,0.00375983,1.22873131,25.97804133
0.15,2.546578187,0.003218672,1.539501993,18.53856796
0.2,2.743329842,0.004285842,1.25180065,30.45902944
0.25,2.241509003,0.002854828,1.115235282,9.183198519
0.3,2.66242314,0.003875834,0.46663273,10.92228728
0.35,3.093907235,0.003481935,1.689286297,4.714337109
0.05,2.489984459,0.003754671,0.937677231,58.85381175
0.1,2.539131566,0.003574332,0.597649241,25.60814511
0.15,2.773827237,0.003892087,0.69079417,38.28831799
0.2,2.865704695,0.003915116,1.863980616,13.0162264
0.25,3.077782628,0.00367773,1.10722607,4.599943447
0.3,2.787633881,0.003621188,1.783234502,3.778661788
0.35,2.551729198,0.003623398,0.552466446,3.128542427
0.4,2.318775534,0.002184241,1.698848817,2.501161609
0.05,2.560904376,0.00357723,0.979634722,12.98986663
0.1,2.339578334,0.003420821,2.299987545,9.762224391
0.15,2.98791227,0.003512186,1.096510664,9.577424116
0.2,2.855740069,0.003485964,0.677750282,9.56719096
0.25,2.405446575,0.003492863,2.780800683,9.674702547
0.3,2.552086991,0.003257287,3.637472817,3.002336462
0.35,1.778068648,0.002061607,0.900883148,2.541301933
0.4,2.9173422,0.004419843,1722.713045,3.090157958
0.05,2.637823905,0.003756607,0.891812401,30.65084243
0.1,2.667720851,0.003591986,1.128399068,15.14652133
0.15,2.529667961,0.003478928,1.322010944,15.93684214
0.2,2.514076736,0.003507021,2.248449154,9.86603117
0.3,2.341636393,0.002949782,2.294689259,5.714791281
0.35,2.464920719,0.003422595,0.664239678,5.269774201
0.4,2.138954711,0.00235824,0.58096491,2.970905442
0.05,2.694651335,0.003893488,1.218276077,38.17957115
0.1,2.729082002,0.003856764,1.045924317,10.25329243
0.15,2.499595652,0.003694779,0.755185448,6.946083954
0.2,2.62614899,0.003559607,5.783942332,8.419475946
0.25,2.602058906,0.003216074,3.583818147,4.126505523
0.3,2.599267883,0.003573321,0.664309062,7.58176024
0.35,2.993033503,0.004387964,1.954900244,5.332722494
0.4,2.141353483,0.002508131,560.1035811,3.097428492
0.05,2.565929771,0.003742459,2.059724441,19.24097575
0.1,2.555587103,0.003625164,0.678163726,27.9278569
0.15,2.890001386,0.004049657,1.353352841,7.143530505
0.2,2.639972323,0.00356609,0.782732288,7.944140279
0.25,2.365482692,0.003020474,0.421023665,3.343172514
0.3,2.621380537,0.003832019,0.769512687,7.425119939
0.35,2.565186347,0.003289571,0.885506087,3.814567776
0.05,2.340789493,0.003376251,5.763359085,21.68365679
0.1,2.615784276,0.003463268,0.871435746,17.22499677
0.15,2.768261536,0.003945401,2.380638659,10.31938507
0.2,2.161672681,0.003460848,11.87109362,5.58217703
0.25,2.276668114,0.003240403,0.825322834,5.920392999
0.3,2.526111797,0.003555002,2.095902606,3.779042348
0.35,2.251019456,0.003121633,2.972678744,2.659183205
0.4,2.486757879,0.004312857,0.552871122,4.145819914
0.05,2.883512861,0.003728844,1.116951758,13.98346109
0.1,2.475240901,0.003548958,1.859351961,18.06468788
0.15,2.722385624,0.003647158,1.170095041,8.736967822
0.2,2.563292607,0.00350339,0.98032943,16.07329442
0.25,2.886947495,0.00309637,1.733087886,4.888327629
0.3,2.151765579,0.002943712,0.898877731,5.01337836
0.35,2.440077447,0.00254464,0.859412322,4.319617684
0.4,2.83267593,0.003815857,0.473821033,4.036416071
0.05,2.59032782,0.003666238,1.472705074,29.39422627
0.1,2.633544092,0.003667643,0.585813557,24.27158415
0.15,2.533663381,0.00402189,1.159799425,11.00734699
0.2,2.961719452,0.004263009,1.250075732,7.422789976
0.25,1.968565946,0.002635169,0.544895682,6.258976545
0.3,2.366763034,0.00301686,1.165166933,6.920708886
0.4,3.839575747,0.003427057,16939.97241,2.117462082
0.05,2.411562014,0.003641721,0.666569753,52.18255631
0.1,2.598329103,0.003540518,1.278306587,17.49355325
0.15,2.152149558,0.003296669,0.983249436,13.92274295
0.2,2.610287316,0.004095979,0.746706419,12.57556168
0.25,2.43377026,0.003413385,6.271622637,5.311570198
0.3,2.132111574,0.003023622,1.698465416,7.091009026
0.35,2.659595194,0.004146298,1.561139414,4.110333841
0.4,2.42917172,0.002727089,7.724100493,2.279212753
0.05,2.143831443,0.003481652,2.509475488,39.27080655
0.1,2.634233617,0.003960723,0.88250589,296.1874849
0.15,3.214782435,0.004249172,0.766092939,9.934309805
0.2,2.736387085,0.003592679,1.901912161,5.926856288
0.25,2.398374227,0.003523428,0.683871707,4.404798584
0.3,2.625244232,0.003483087,6.647189728,5.238598118
0.35,2.275030089,0.00373628,3178.252723,2.855517733
0.4,3.259451106,0.00451122,0.648425314,10.08390936
0.05,2.54977214,0.003595776,1.03977297,18.0422864
0.1,2.624094902,0.003588221,1.889905404,11.97429015
0.15,2.459009088,0.003634035,3.930920306,18.19551791
0.2,2.315034901,0.003547094,2.04099852,8.507219301
0.25,2.481061934,0.003392287,0.581241356,5.633615068
0.3,2.619305774,0.003629115,1.310397273,6.932334784
0.35,2.577042463,0.0032107,0.437246495,4.190157959
0.4,3.400550737,0.003282302,0.510773039,3.305864339
0.05,2.452745195,0.003671133,1.887323247,26.04521424
0.1,2.825263679,0.003870804,0.613351297,33.73681745
0.15,2.16770678,0.00319337,0.659664072,20.38861968
0.2,2.313555429,0.003100386,1.351205087,11.40722303
0.25,2.531409144,0.003282994,20.12250619,2.998724607
0.3,2.828898579,0.003918395,1.499742841,8.343088911
0.35,3.273981185,0.003633198,3.403020931,2.987841715
0.4,2.927145908,0.003654497,9.168985547,4.085382753
0.05,2.508131502,0.003536088,2.120225139,21.71873659
0.1,2.616454196,0.003548757,1.536334223,16.79020246
0.15,2.623262239,0.00332961,1.167117517,5.072027853
0.2,2.698110963,0.003730197,0.721668718,8.777754716
0.25,2.350775903,0.003166559,0.846366048,8.922382994
0.3,1.864995007,0.002792547,1.273776421,5.216731755
0.35,3.12652773,0.003360869,1.305767932,11.45950687
0.4,2.889928102,0.003544973,0.825506492,7.5607812
0.05,2.975587358,0.003802407,1.041369447,22.10948593
0.1,2.963513239,0.003917268,0.659300315,28.34840314
0.15,2.444363857,0.003530755,0.682670031,14.21161599
0.2,2.476693086,0.003313135,1.574270096,6.183989751
0.25,2.706552742,0.003117814,1.903959823,7.160412136
0.3,2.481564957,0.002926365,0.692554822,8.413798779
0.35,2.914430314,0.003696534,0.481738434,7.48101159
0.4,2.200192647,0.002341397,1.411509906,2.360482335
0.05,2.450803395,0.003709129,0.919166722,37.03848583
0.1,2.417516931,0.003570689,2.267517369,23.30047447
0.15,2.617441955,0.003659475,1.879422266,7.918572449
0.2,2.553583006,0.003736955,0.917527886,10.49554478
0.25,3.00333427,0.003826733,0.610473123,5.739958101
0.3,2.367386058,0.003159285,463.0512963,3.581177566
0.35,2.68976311,0.002833553,0.751810819,7.400599726
0.4,2.141888213,0.001901632,1203.707751,2.249438479
0.05,2.535347578,0.003773006,1.027344279,14.41950818
0.1,2.753794594,0.003495318,2.959707695,5.338218703
0.15,2.66097427,0.003565854,0.752410746,9.960314158
0.2,2.688521496,0.003664502,0.929580023,8.480027501
0.25,2.196437191,0.003400639,1.872333559,12.61307983
0.3,2.589919372,0.003239777,3.834354477,3.765687808
0.35,2.497932379,0.003456384,999.6060551,3.760724919
0.4,2.292922785,0.003039932,0.909869896,4.902059736
0.05,3.024965794,0.004078679,0.882384893,69.2676629
0.1,2.654407853,0.003906651,1.085676659,47.36942991
0.15,2.407499991,0.003380174,0.565785993,22.10592075
0.2,2.280735248,0.003096607,0.974177862,7.874068576
0.25,2.164476278,0.003031067,0.952340044,7.119330885
0.3,2.952069491,0.003842855,1.967238785,5.797615553
0.35,2.633581899,0.00338933,1.092973578,5.691698464
0.4,2.376271897,0.002869356,11.39012477,2.942701721
0.05,2.352003868,0.00327236,1.947586783,14.51604101
0.1,2.563735062,0.003794052,2.203588889,13.20304781
0.15,2.264155972,0.003235938,0.681004803,22.12373736
0.2,2.690082075,0.003396611,1.808747501,8.705086203
0.25,2.52821176,0.003321443,0.634176729,5.972346439
0.3,2.674640166,0.003263814,1.260964746,5.513190058
0.35,2.680364941,0.003544272,103.1238039,4.706569528
0.4,2.550602783,0.002074928,1.553559436,1.830735854
0.05,2.370280816,0.003353166,0.574425196,25.03185703
0.1,2.462538445,0.003665755,1.780588034,9.414047898
0.15,2.166323507,0.003602503,2.310810505,14.78142471
0.2,2.932842043,0.003663648,6.406826875,8.604378805
0.25,2.791720637,0.003806678,0.902181755,8.428635798
0.3,2.888314286,0.003749886,0.82249277,11.67991427
0.35,2.079718749,0.002832185,0.787917022,2.792082727
0.4,3.049845792,0.002617643,1208.832293,2.301474768
0.05,2.560871204,0.003604169,1.018738834,10.79592605
0.1,2.797413287,0.003499211,2.657955116,17.77635848
0.15,2.340932308,0.003462509,0.640940862,9.783267228
0.2,2.855634272,0.003160353,1.261252644,4.633002102
0.25,2.63079778,0.003543956,2.144845418,4.005491932
0.3,2.392376152,0.00346334,0.832274768,14.97929485
0.35,2.339022116,0.003447904,2.502755343,7.072939876
0.4,2.667955358,0.003190713,2.891278221,2.559529279
0.05,2.769099368,0.003976072,0.574020954,20.74939379
0.1,2.889708232,0.003820665,4.00216708,10.5201592
0.15,2.932680843,0.003783313,1.077955797,16.89861176
0.2,2.470400685,0.003592842,0.895886269,16.48868154
0.25,2.045998355,0.002974595,518.8418154,5.493622894
0.3,2.938596587,0.00310195,2.342585787,4.089743016
0.35,2.448440923,0.004055365,1.618221014,4.523701095
0.4,2.381354515,0.003102465,0.536072829,5.513216771
0.05,2.13026286,0.003479924,0.523791317,46.54856889
0.1,2.790838787,0.003715443,6.701554741,21.63074748
0.15,2.977686837,0.003563425,1.152221252,10.25602787
0.2,2.407472398,0.003279998,0.834045058,11.43625371
0.25,2.520625761,0.003555741,0.591729767,8.259431726
0.3,2.313093724,0.002674042,1.428630314,4.876696131
0.35,2.915240054,0.002759202,4.02955609,3.389647699
0.4,2.90295496,0.003571165,0.621762058,4.091321016
0.05,2.363437744,0.003514811,0.687737759,15.19670177
0.1,2.743931895,0.003971391,0.654583249,25.04338107
0.15,2.567404773,0.003532694,0.660367969,16.5422984
0.2,2.384203391,0.003782336,0.689747959,15.00411545
0.25,2.581886463,0.003277134,2.036723591,21.61809797
0.3,2.63119131,0.003536456,0.869166984,3.468894101
0.35,2.439637441,0.003124488,1.560744671,2.378708646
0.4,2.081462307,0.001506581,498.5398031,1.669129735
0.05,2.841198914,0.003674854,3.320303137,18.94817109
0.1,3.04686815,0.004159899,2.273061949,21.32644585
0.15,2.35080843,0.003446295,1.417208931,9.366084461
0.2,2.89347343,0.003760215,2.159096184,6.775069176
0.25,2.601570415,0.003794046,0.682174182,6.133991026
0.3,2.277148537,0.002420495,1.63721128,2.554306423
0.35,2.773478967,0.002612617,796.3369201,2.416880383
0.4,2.89588887,0.003692456,2.024600432,2.873387193
0.05,2.872190892,0.003922337,2.086196119,40.41278858
0.1,2.435891497,0.003633997,0.71262936,22.14247337
0.15,2.545398459,0.003401623,0.778245097,10.98673534
0.2,2.623586712,0.003601566,1.700075859,8.304065887
0.25,2.705980491,0.003425779,6.350999095,5.834479341
0.3,2.698637912,0.004306772,1.56028913,10.27963032
0.35,3.048477797,0.003493338,0.829390383,7.48429258
0.4,2.253515395,0.002309392,197.6685518,2.435048913
0.05,2.507759508,0.003652143,0.865687921,23.17042042
0.1,2.506922597,0.003773634,1.655235185,24.37702023
0.15,2.753958866,0.00348628,2.848328737,22.81013452
0.2,2.282786295,0.003373827,0.618191027,12.18635281
0.25,2.456482475,0.003228585,6.432300459,5.839479832
0.3,2.499995161,0.003262444,0.772897279,6.3718917
0.35,2.128381204,0.002978105,0.44950572,5.139895829
0.4,2.735521642,0.003965316,0.339099757,5.634713981
0.05,2.531704269,0.003870462,1.107411059,30.56742895
0.1,2.605909671,0.003708373,0.571100362,15.68020843
0.15,2.618969251,0.00352341,0.929312039,18.12180029
0.2,2.657762925,0.003877418,2.72463174,6.426501095
0.25,2.507807789,0.003519339,1.901270558,6.686937945
0.3,2.723072477,0.003297376,1.447350315,5.756725274
0.35,2.491603409,0.003242454,1.570923215,4.394643532
0.4,2.475173783,0.00329305,0.740966745,3.754121715
0.05,2.572626781,0.003655237,2.635838769,24.04409285
0.1,2.706462619,0.004068969,1.041223194,20.78503137
0.15,2.696431525,0.003242242,1.636777652,6.434707728
0.2,2.671474524,0.003784371,1.027368136,7.66008903
0.25,2.442035236,0.003355392,0.706931896,6.924008458
0.3,2.360201298,0.002968399,4.649865134,4.473766123
0.35,3.19999594,0.004200528,2578.171035,2.885182906
0.4,2.638560063,0.002982836,0.764725551,4.655817823
0.05,3.200089894,0.004038491,0.609415746,37.40778177
0.1,2.869282272,0.003886578,0.927298175,11.47825366
0.15,2.00109102,0.00330379,0.689911044,23.87841404
0.2,2.883126214,0.003705893,1.77239791,9.671896927
0.25,2.288248859,0.003159207,0.604804964,7.12532289
0.3,2.53104293,0.003153917,1.158447976,6.925101351
0.35,3.253676756,0.004288636,5.751575625,4.235089123
0.4,2.667625162,0.00296809,2.13133726,3.432193151
0.05,2.894222404,0.003813265,1.139553091,32.01891045
0.1,2.746292595,0.003626597,1.302966995,17.01124917
0.15,2.763481393,0.004149222,1.73603756,9.504638321
0.2,2.682475925,0.004052456,0.971957424,10.63989937
0.25,2.325014833,0.002848629,0.595805979,4.033917599
0.3,2.445820829,0.00300763,1.086115194,7.146659151
0.35,3.299010632,0.004183384,3.468551069,6.057368321
0.4,2.307701305,0.003225209,1.184860236,3.260309843
0.05,2.52847252,0.003524372,1.041911507,28.84671986
0.1,2.39061623,0.003441117,0.812893097,19.38404141
0.15,2.399485287,0.003676643,1.834039351,12.62892923
0.2,2.681255753,0.003875926,0.897933989,5.154945909
0.25,2.852633373,0.003925839,2.037698576,5.823613529
0.3,2.505341923,0.003653612,2.729404114,6.886035065
0.35,2.147426302,0.002809324,1.137917704,4.110493905
0.4,2.902437443,0.003486875,0.973440877,3.327697022
0.05,2.668678321,0.003848179,1.093100656,29.37019368
0.1,3.026721515,0.004059249,1.760254314,14.56727484
0.15,2.934315764,0.003776371,0.54241513,13.14183862
0.2,2.412483795,0.003597331,2.569942836,4.355955272
0.25,2.735851284,0.004098453,2.682691917,6.803194538
0.3,2.579736233,0.003666583,1.821723834,8.204101649
0.35,2.521280893,0.003165586,0.460831744,5.055920599
0.4,1.748470988,0.001860024,65.21584491,2.465543394
0.05,2.875928529,0.003755259,1.036993097,49.76995622
0.1,2.705668458,0.00394639,1.063833618,21.03051483
0.15,2.863762173,0.003981471,0.849983114,101.5952714
0.2,2.80416575,0.004272917,1.276046422,7.93093112
0.25,2.284053182,0.003378208,0.907682404,6.218702705
0.3,3.311455231,0.004230919,0.664888864,5.380666677
0.35,2.413428729,0.002774968,1.082244278,3.424083741
0.4,2.65222546,0.003464072,1.627488749,3.721968031
0.05,2.398035966,0.003789132,1.684595111,22.70807267
0.1,2.447675489,0.003510514,0.973340287,13.52494398
0.15,2.473088094,0.003585222,2.525190692,9.327514866
0.2,2.75550245,0.003489224,0.923086709,8.814617332
0.25,2.425045493,0.003334858,0.562532064,7.00261677
0.3,2.689506858,0.003021285,1.069370721,7.811174835
0.35,2.6912018,0.003309768,1.055143015,4.259403312
0.4,2.862713414,0.004242941,2.771068642,2.909675877
0.05,2.323682507,0.003720665,2.214614439,16.68307274
0.1,2.74534873,0.003862796,0.546278494,56.86231091
0.15,2.289037221,0.003093642,5.060557311,7.645833097
0.2,2.798959349,0.003298427,0.699004751,6.703328306
0.25,2.7575254,0.003465344,1.614543484,6.591220523
0.3,2.10080661,0.002240479,1.888181291,4.395463495
0.35,2.159243749,0.002874326,0.548310187,7.007386815
0.4,2.856181161,0.003407929,1.664843694,4.399221883
0.05,2.567198073,0.003701005,1.560988041,21.05649551
0.1,2.349899599,0.003463627,0.598469293,15.98948226
0.15,2.687754201,0.003619573,3.378464283,7.257080647
0.2,2.439622937,0.003326986,1.136813994,9.966936129
0.25,2.280125365,0.003327826,1.772148162,10.19895058
0.3,2.197847913,0.003102868,0.738019989,6.47041004
0.35,2.903108053,0.003951496,1.143642695,5.014426099
0.4,2.370624283,0.00252917,2.065321228,3.044377412
0.05,2.786470686,0.003743266,1.842009423,14.4546667
0.1,2.278027087,0.003345355,1.526741473,35.4787014
0.15,2.246916942,0.003364668,1.028394224,28.66883541
0.2,2.478405375,0.003185117,13.52685598,5.087916873
0.25,2.629137558,0.003226608,1.712775796,5.363976788
0.3,2.755232379,0.003667946,0.548498801,8.984425455
0.35,2.6138545,0.003399013,1.206233394,4.605230621
0.4,2.702338212,0.003605739,3.369236986,3.647989079
0.05,2.503305697,0.003570262,0.996506795,14.64995049
0.1,2.399498108,0.003220175,1.582223988,11.4464768
0.15,2.863054924,0.003401382,4.022768807,12.16045453
0.2,2.539217674,0.003410964,0.683927286,19.12218838
0.25,2.779554598,0.003627721,1.190791891,9.979238914
0.3,2.290567964,0.00281072,1.746302039,5.818646146
0.35,2.78747606,0.003499927,0.912583644,4.65187418
0.4,2.697115932,0.003057572,1.503053961,3.134124612
0.05,2.770519988,0.004065511,1.27699153,30.52922002
0.1,2.721385549,0.003563394,0.805589734,17.27073792
0.15,2.578250996,0.003443609,1.461340819,12.77365481
0.2,2.540718876,0.003214662,1.409546943,14.8654955
0.25,2.941405573,0.003800742,1.04418549,9.40770576
0.3,2.650904255,0.003501905,0.607581408,7.382622573
0.35,2.466291395,0.003458437,1.388037748,3.464570086
0.4,2.774349611,0.003355055,0.479894858,2.939679795
0.05,3.030622962,0.004006571,0.852511888,16.48700683
0.1,2.472670339,0.003288655,1.58173184,18.37616801
0.15,2.153224916,0.002887755,0.690132882,12.26597808
0.2,2.589077688,0.003583435,3.289109016,9.017464508
0.25,2.366907089,0.003059286,1.979080713,5.772884185
0.3,2.621588144,0.003494176,0.452388978,5.055073481
0.35,3.004469401,0.004029889,0.827311057,5.558104882
0.4,2.429730757,0.003315628,0.812623278,4.934363093
0.05,2.444558938,0.003769491,1.13139592,123.1851548
0.1,2.569234224,0.00362673,1.546928396,23.42956702
0.15,2.601764874,0.003667108,1.55531921,12.97489448
0.2,2.488307379,0.003903804,1.543965474,12.32673786
0.25,2.72715171,0.003628001,2.186560787,7.136107655
0.3,3.273083734,0.003508374,1110.308492,4.051967729
0.35,3.256295125,0.003365824,1.993580684,3.760007497
0.4,3.258248627,0.003221217,174.8647286,1.805191753
0.05,2.39810693,0.003613186,0.955688908,18.84080605
0.1,2.522474307,0.003586274,2.35879333,11.93769269
0.15,2.986157203,0.003734129,1.0863224,10.90417167
0.2,2.188663348,0.003290058,1.996062202,13.75985638
0.25,2.764732329,0.003736782,0.395935599,11.57621414
0.3,2.550361531,0.003372708,0.936127347,5.176346146
0.35,2.410981628,0.003663743,4.184971687,4.874427573
0.4,2.743303583,0.002959068,2.702375198,2.443771874
0.05,2.573597828,0.003570668,0.986752799,61.24801019
0.1,2.357582672,0.003431345,1.196153176,27.70676877
0.15,2.419011338,0.003226527,0.479228338,13.72958335
0.2,2.870771238,0.003399193,1.041413535,6.3697123
0.25,2.684399077,0.004021867,4.064470562,5.605382196
0.3,2.284204726,0.002888554,1.692753879,10.40597905
0.35,2.644490999,0.003202266,0.584967489,6.416796611
0.4,3.116787517,0.003730632,0.751436198,4.555200854
0.05,2.485237027,0.003528008,2.605054694,20.32218788
0.1,2.498861985,0.003693149,1.05184084,33.49754983
0.15,2.605340789,0.003645388,0.798829314,16.31607417
0.2,2.016237157,0.003223762,0.510612356,28.0170074
0.25,2.892811783,0.003452414,1.018343971,6.921206425
0.3,2.916926525,0.003627218,2.009350609,4.698503497
0.35,2.312863567,0.003073423,2.57927684,4.227534728
