sigma,NBBg_R,NBBg_a,NBBg_kD,NBBg_kE
0.35,2.970796294,0.004157627,0.896483577,4.743770773
0.4,2.519199104,0.003330383,2.311670233,3.666224093
0.05,2.60619107,0.003669035,1.362924644,20.50113181
0.1,2.662072333,0.003574352,1.279537744,11.21977153
0.15,2.308481959,0.003144259,2.649856734,8.31432898
0.2,2.953431988,0.003637576,0.96902057,6.742923893
0.25,2.276915873,0.003123169,1.104877978,12.35266777
0.3,2.213118454,0.002971615,0.996233866,5.688430613
0.35,2.213715737,0.003295139,0.884189245,10.9400637
0.4,1.812373456,0.00239424,655.7752818,2.143774813
0.05,2.421544366,0.003581539,1.352074818,28.4965688
0.1,2.474218399,0.00356029,1.032056717,18.62059617
0.15,2.525005262,0.003555279,1.459453482,11.70720065
0.2,2.587653045,0.00370296,0.715732187,61.76565279
0.25,2.879226628,0.003998352,2.018559734,6.253162592
0.3,2.46793435,0.003892699,1.614807598,4.69964342
0.35,2.912293928,0.00301395,1.557387092,3.754278539
0.4,2.484511671,0.00299677,1192.605025,3.109432816
0.05,2.765658362,0.00400083,1.054837557,32.27121122
0.1,2.728266938,0.003780431,0.755205525,26.62469572
0.15,2.58297045,0.003757762,1.082204937,16.23631002
0.2,2.913014437,0.003893832,0.505003956,29.27973675
0.25,2.819776336,0.004078182,0.56602426,16.56638028
0.3,2.517841779,0.003143132,1.611291761,5.22535953
0.35,2.707219708,0.00292305,593.2311046,5.955039012
0.4,2.903776897,0.002876061,0.551803104,4.280587455
0.05,2.822876055,0.003905288,0.735655728,42.01698999
0.1,2.854203552,0.003875321,1.580849132,13.4602452
0.15,2.474617,0.003699308,1.651218185,14.26907858
0.2,2.545052852,0.003849606,0.980887693,10.65482465
0.25,2.568592414,0.003052441,5.128115161,3.41946358
0.3,2.382593565,0.002615157,0.89142264,6.985562953
0.35,3.094765092,0.00392723,0.369675683,4.009508057
0.4,3.253433458,0.003549895,0.588795317,4.256098894
0.05,2.50987001,0.003536001,1.465718477,18.48121438
0.1,2.642922946,0.003254279,0.990707566,21.13357932
0.15,3.122462697,0.003876132,2.081151236,10.32232194
0.2,2.571947591,0.003423206,2.626412973,5.712815678
0.25,2.52404502,0.003191303,3.576444429,3.469956536
0.3,2.255912516,0.003701073,1.378378197,4.637953766
0.35,2.612407764,0.003010086,1.832950177,2.170926074
0.4,2.622851238,0.00372781,805.4757666,3.723151491
0.05,2.497463919,0.003838151,1.526027929,21.59983922
0.1,2.304106834,0.003437369,1.626202684,17.50116317
0.15,2.414687082,0.003079814,1.15173153,14.29585126
0.2,2.41983512,0.003552647,1.053620663,12.09964721
0.25,2.262214596,0.003502756,0.626633641,9.053847888
0.3,3.239210175,0.004169391,1.077152125,4.125548329
0.35,2.760917491,0.002753888,0.630171708,5.205404804
0.4,2.783270709,0.003110517,1.44477148,4.823836076
0.05,2.639897427,0.003865369,0.493981144,203.7142966
0.1,2.871309747,0.003682395,1.133265188,10.57981744
0.15,2.717506089,0.003708583,2.003736369,17.8523625
0.2,3.116733729,0.003641932,1.762556621,5.768529578
0.25,3.038259749,0.003318308,6.99946008,3.001577907
0.3,2.376584036,0.003218912,0.809102518,13.42447857
0.35,2.667777461,0.003302374,1.04946932,3.600710427
0.4,2.327760497,0.003039515,0.984221637,3.904754757
0.05,2.630661886,0.003839955,2.484483966,24.25069423
0.1,2.60631186,0.003833494,1.353582075,17.35493442
0.15,2.799274636,0.003713554,0.675916752,31.19731524
0.2,2.438978195,0.003719341,8.02923303,5.727113053
0.25,2.687817824,0.003302611,0.798168622,13.14494138
0.3,2.868805776,0.003475263,0.567755171,9.247200113
0.35,3.046483672,0.003061959,1.138795182,6.414194513
0.4,2.406408273,0.002711549,1.034411321,3.565292864
0.05,2.755279439,0.003682919,1.340927438,27.86668543
0.1,2.431994228,0.003444807,1.139210403,31.37252608
0.15,2.770157744,0.003760404,0.509033036,27.17684142
0.2,2.397220901,0.003546575,1.321412142,12.99232188
0.25,2.417098972,0.003229512,1.493882931,8.473802125
0.3,2.264394348,0.003178243,0.823251265,6.043514581
0.35,3.071661366,0.003054722,1.803130279,3.131157659
0.4,2.434269573,0.003015949,13.08510861,2.511749164
0.05,2.788315057,0.004015588,0.669863741,19.77033464
0.1,2.999621345,0.004173225,0.58096333,15.67042917
0.15,2.474559801,0.003269694,2.178501596,9.892485292
0.2,3.239246193,0.003931712,0.60158471,11.61295142
0.25,2.662631512,0.00388691,857.3413493,4.309817314
0.3,2.646188239,0.003433684,0.725134247,9.949864846
0.35,2.601944898,0.002782456,1.099835013,2.231023711
0.4,2.243227986,0.002620969,152.6529963,2.450947166
0.05,2.700969701,0.003692825,0.815110574,22.03668519
0.1,2.450580946,0.003433229,1.38427208,16.14867594
0.15,2.55183546,0.003565409,0.875409235,14.01844319
0.2,2.977605263,0.003848107,2.317747143,5.042766713
0.25,2.050670065,0.003057569,0.909268226,9.374706722
0.3,2.277618343,0.002919589,12.31160834,4.95894701
0.35,2.391428783,0.00323002,5.600778754,2.843756022
0.4,2.786776832,0.003516028,1.038177024,3.123015816
0.05,2.965431911,0.004060076,1.516240604,35.30269855
0.1,2.206546732,0.003166323,3.175207433,10.84586859
0.15,2.517838399,0.003200963,1.492309609,13.71178279
0.2,2.604551716,0.003590948,1.395787829,4.831776441
0.25,2.600509004,0.00265349,0.760671125,5.564686869
0.3,2.735248052,0.002618005,0.947120539,3.870252276
0.35,2.290356601,0.002847778,2.313084273,4.079113189
0.4,3.233003687,0.003763079,0.775396914,4.30881767
0.05,2.666088432,0.003820065,1.894996876,15.20401806
0.1,2.441545687,0.003871569,1.338259659,18.07770985
0.15,2.581387917,0.003658947,0.624596047,7.973903811
0.2,2.848211869,0.003737215,1.61129478,6.189986246
0.25,2.692387766,0.003838959,1.803201156,7.057985062
0.3,2.685200959,0.003204624,1.432937721,5.783753412
0.35,2.453265031,0.002643169,0.64512381,3.56470193
0.4,3.646616575,0.003699692,3.748687202,1.84543787
0.05,2.570835601,0.003608433,2.840039391,24.48296942
0.1,2.53138846,0.003451132,1.526532807,23.72675885
0.15,2.651497326,0.003496023,0.543120245,16.06823558
0.2,3.029862228,0.003561055,1.155644065,7.721022882
0.25,2.961473872,0.003971552,12.09354603,5.925622735
0.3,2.506850253,0.003241511,2.192319966,6.804038511
0.35,2.92992901,0.004092607,1.492087051,5.715233617
0.4,2.286978052,0.002183895,1.390274601,2.188025255
0.05,2.534187561,0.00379828,0.728087048,29.09444887
0.1,2.344598846,0.003549086,1.431081487,31.0954611
0.15,2.638183842,0.003528582,2.257847235,20.33297743
0.2,2.879418212,0.003910036,1.867552383,7.656350555
0.25,2.824551521,0.003641968,3.257265904,6.02143285
0.3,3.115003225,0.004352269,4.568619971,4.891662451
0.35,2.756926206,0.002323584,2.950006049,2.311306358
0.4,2.625133295,0.002454655,1.374752046,3.645866051
0.05,2.569008027,0.003630285,1.169094488,51.64617319
0.1,2.49573555,0.003502994,0.798404902,61.58941188
0.15,2.873800597,0.004168372,1.237998938,12.29090189
0.2,2.703718839,0.003477968,0.700269836,8.647086752
0.25,2.702823783,0.003605269,0.731464165,9.089848583
0.3,2.695053088,0.003062131,1399.145598,4.871844005
0.35,2.427906997,0.0033689,3.004538117,13.12241768
0.05,2.651580568,0.003810315,1.343044476,31.96509088
0.1,2.937740814,0.003717811,0.826953129,16.15381242
0.15,2.599248399,0.003754741,0.692840947,10.19558398
0.2,2.776295208,0.003904823,0.887630637,9.425000386
0.25,3.070596739,0.003544878,0.894922595,6.005693869
0.3,2.840916715,0.003506836,0.591639984,5.225928195
0.35,2.728870202,0.003455621,0.385252156,5.335910843
0.4,2.819982258,0.003134974,0.752975773,3.545130177
0.05,2.56619295,0.003675962,0.977718847,15.0934163
0.1,2.850897858,0.003645787,1.226901393,39.333383
0.15,2.581934439,0.003664476,0.547856878,13.06582897
0.2,2.452390096,0.003780402,1.574405894,6.726972226
0.25,2.023722191,0.003259424,0.573712097,15.50862234
0.3,2.627706659,0.002789224,20.80715928,2.423993201
0.35,2.632414804,0.00307082,0.775790547,4.027486494
0.4,2.669899996,0.002509733,2.724206128,2.405070236
0.05,2.570145423,0.003674163,0.80897474,50.16896288
0.1,2.61407704,0.003756187,0.841221677,40.34497402
0.15,2.21236477,0.003156775,1.319549906,12.5434474
0.2,2.801235936,0.003799493,5.365392852,11.17039589
0.25,2.562136992,0.003566661,798.2702101,9.486273671
0.3,2.5667475,0.003220329,2.531846833,2.803338055
0.35,2.283045263,0.002171489,0.881819606,2.878855747
0.4,2.845240035,0.004007891,1.767863921,7.766555806
0.05,2.505244009,0.003699501,1.190078674,44.2003929
0.1,2.611774192,0.003609465,1.34447572,14.15047849
0.15,2.360929386,0.003106914,1.600502331,10.49288734
0.2,2.568305978,0.003252398,71.07871997,10.94628158
0.25,2.896184512,0.003665289,15.74412792,4.116270669
0.3,2.188008361,0.003039214,3.332035907,4.0930203
0.35,2.712540817,0.003926387,1.10017062,6.990383435
0.4,2.459818047,0.002557416,1.340388236,2.599680259
0.05,2.543885449,0.003686409,1.404417748,16.35995258
0.1,2.772185251,0.003563607,1.045992559,23.44746201
0.15,2.795811488,0.003714555,1.64056975,16.3143715
0.2,2.756567842,0.003903337,1.523455352,18.461545
0.25,2.35227047,0.003072499,1.996026963,5.137446954
0.3,2.817164703,0.003363392,1.617423071,4.075702706
0.35,2.603659244,0.00352252,5.541561749,2.550259799
0.4,3.408343319,0.003567602,1.224249066,2.371912165
0.05,2.674927427,0.003807903,1.109810543,46.98510365
0.1,2.40784732,0.003508473,0.909343287,20.11721242
0.15,2.493320638,0.003600425,1.126488024,9.768189208
0.2,2.722765104,0.003171151,1.635836601,5.700907444
0.25,2.46482486,0.003962808,0.847412272,13.75054052
0.3,2.530808309,0.003209023,8.996296518,5.272838701
0.35,2.748170656,0.004051313,1.492978043,4.671701803
0.4,2.446222064,0.003499424,594.9709006,2.20968768
0.05,2.363113156,0.003488835,0.86361197,44.12738017
0.1,2.696755271,0.003717925,2.617538972,14.42493227
0.15,2.398147934,0.003573445,3.141209327,15.47032009
0.2,2.674233511,0.003418382,2.76998923,10.01968544
0.25,2.305682294,0.003175006,0.698682855,6.940510689
0.3,2.397829464,0.002536136,0.404694219,2.299801039
0.35,2.663602072,0.002567162,1.007346785,2.891566418
0.4,2.614175912,0.002647703,3.8176023,3.102843292
0.05,2.699075737,0.003826223,2.14009152,39.83312572
0.1,2.287904028,0.003531737,1.965792355,19.00228213
0.15,2.328581451,0.003317387,1.569083099,29.28834207
0.2,2.21322418,0.003182601,2.571394702,11.19902116
0.25,2.245979244,0.003264747,1.103049933,7.492204742
0.3,2.774681802,0.003543552,0.776607428,5.766618098
0.35,2.490652903,0.002979089,0.654859376,7.042547681
0.4,3.09012917,0.003765495,1.144695949,4.549283838
0.05,2.388667781,0.003835216,2.80569264,20.65052669
0.1,2.828912467,0.003444797,9.166386802,6.226868539
0.15,1.970101255,0.002892678,1.147613646,14.83799779
0.2,2.235949998,0.003568079,15.6095985,12.33489957
0.25,3.053016038,0.004199768,0.738953068,11.86098347
0.3,2.208167535,0.00328957,0.476881396,5.053679456
0.35,2.084223771,0.002287817,3.441502342,3.408061049
0.4,2.569348946,0.002871233,0.479661855,3.747577151
0.05,2.489127504,0.003648517,0.995487449,15.30536098
0.1,2.454315072,0.003563541,1.018530769,13.32916537
0.15,2.900091666,0.003500288,1.90441958,14.57372857
0.2,2.390313867,0.003552976,1.458542267,26.81014941
0.25,2.681191718,0.003305333,4.628427537,4.518822973
0.3,2.203932266,0.002645085,5.38214436,3.072550362
0.35,2.48626647,0.003126174,3.319798517,5.945948531
0.4,2.474257937,0.0031893,1.911880648,3.73473223
0.05,2.368494779,0.003721401,0.605466748,20.75164208
0.1,2.502920468,0.003921804,0.885651916,28.50161217
0.15,1.969326212,0.003334878,2.979295834,7.071527852
0.2,2.802400338,0.003637622,0.913924366,7.064531173
0.25,2.425867594,0.002881903,259.9679835,3.880943777
0.3,2.290186539,0.003208361,0.892480961,5.660805933
0.35,2.589287825,0.002785873,1.47844819,4.369200174
0.4,2.431837374,0.002336837,0.966977462,3.737850961
0.05,2.660492135,0.003726838,0.812683413,18.09903459
0.1,2.370291832,0.003553459,1.002496992,18.96561635
0.15,2.414095659,0.003381957,4.102206384,11.02717224
0.2,2.615620588,0.003471226,4.40681905,5.31670119
0.25,2.246786507,0.002901194,0.809783731,9.022788638
0.3,2.646079751,0.003569991,0.434964718,8.913197996
0.35,2.362957994,0.002930769,0.609455032,5.169122704
0.4,2.837844246,0.003220827,1.252168782,2.972576148
0.05,2.411321337,0.003763765,3.052116026,21.75648342
0.1,2.898377669,0.003626973,0.854882159,7.790616326
0.15,2.544679642,0.003690442,0.830541959,9.112951721
0.2,2.150553852,0.002492586,3.292131867,3.592059715
0.25,2.407148663,0.002865078,3.19358705,9.314472453
0.3,2.142427004,0.002784957,1.905547339,5.657393279
0.35,2.72616345,0.002452154,2.63470464,2.167484965
0.4,2.507912494,0.002565883,161.5437956,2.67320523
0.05,2.391902107,0.003419121,1.034561932,14.77384843
0.1,2.458555286,0.0035699,5.323676477,49.7990575
0.15,2.62654352,0.00381435,0.591738916,15.92927
0.2,2.702317845,0.003714329,0.537721006,16.41368195
0.25,3.135304321,0.003987108,0.731342462,10.48327917
0.3,2.566735337,0.003615463,2.036027031,7.098679513
0.35,2.742000306,0.002988799,6.008370155,3.686732896
0.4,2.60693221,0.003918534,0.486055958,3.951936553
0.05,2.660209789,0.003948062,1.285395766,1749.088657
0.1,2.899230217,0.004184653,1.236636311,24.1861675
0.15,3.161219548,0.004023858,0.909436924,18.40484167
0.2,2.487521846,0.003415328,0.851095077,11.59348771
0.25,2.440770191,0.003372097,2.156876736,7.429069566
0.3,2.935332187,0.003262522,5.510753411,2.677604331
0.35,2.52602145,0.003981962,1.252701405,4.345408149
0.4,2.861326795,0.003568892,1.896740472,2.163598645
0.05,2.698320069,0.003648909,1.251607344,31.98139048
0.1,2.585316604,0.003692273,2.650382583,14.49518163
0.15,2.172794839,0.003376549,11.04991703,10.6068871
0.2,2.737421499,0.004371687,1.323973317,14.43234021
0.25,2.35322521,0.00325842,0.976363148,12.00948811
0.3,2.077622497,0.003072273,1.340450186,5.341625523
0.4,3.303502956,0.003102096,6.062816569,1.737170586
0.05,2.512647388,0.003650987,2.078340494,23.39450273
0.1,2.789820285,0.003847057,1.418831428,17.60704622
0.15,2.907046198,0.003398062,1.372557434,7.236331159
0.2,2.635180921,0.003444598,6.060345737,10.60159617
0.25,2.237326832,0.00252936,0.832616368,6.207775667
0.3,3.008873621,0.00339782,1.994684385,6.411825751
0.35,2.671165092,0.002416916,3.529315049,1.82294399
0.4,2.851192143,0.003474737,2.320455361,3.114787223
0.05,2.595760829,0.003901081,2.812603198,32.84697755
0.1,2.424738091,0.003553882,1359.356874,8.878851878
0.15,2.531451028,0.003655946,0.889062394,17.94191717
0.2,2.653183218,0.003759956,1.13155615,6.598791647
0.25,2.406457838,0.003682705,1.180353689,10.26317128
0.3,2.272306437,0.002995319,1.237629176,5.219151227
0.35,2.327806878,0.00313063,2.42931884,4.047105097
0.4,2.36787334,0.003654126,0.492916578,4.538412159
0.05,2.642322359,0.00391949,0.59372626,28.34875121
0.1,3.033723117,0.004082382,0.62758188,53.47521229
0.15,2.363314195,0.003572119,0.752035978,19.38249656
0.2,2.779530133,0.003620944,2.261060853,19.00195029
0.25,2.443329789,0.003265569,2.204331479,4.560488469
0.3,2.869683074,0.003164177,1.322066234,5.063929336
0.35,2.654798511,0.003542951,0.500986484,5.98772626
0.4,2.887540314,0.003448709,1.91649899,1.700145086
0.05,2.446095833,0.003696694,1.319323876,26.63364524
0.1,2.903998891,0.004113226,0.890454995,39.85635233
0.15,2.664789324,0.003573336,0.912168343,17.96571215
0.2,2.624080408,0.003638443,0.508718103,8.811711912
0.25,2.362968741,0.002930805,417.1534462,4.058396822
0.3,2.555320704,0.003319982,2.166472441,3.840619372
0.35,2.488805823,0.002925402,1.435559273,3.314597963
0.4,2.567743817,0.002230984,1.464183202,1.857079324
0.05,2.389312234,0.003676739,2.05692517,20.232223
0.1,2.69270153,0.003850159,0.688039342,76.42590066
0.15,2.740271508,0.003780763,0.549847252,19.95407748
0.2,2.440066438,0.003821564,0.939712002,9.143200813
0.25,2.441608983,0.002983664,0.789154997,8.788900999
0.3,3.043913435,0.004293121,1.498034686,7.748806932
0.35,2.598465734,0.002786673,13.08669688,2.876422907
0.4,3.594374387,0.003591571,28.21112944,4.075572199
0.05,2.475517222,0.003654067,1.575882522,53.34719744
0.1,2.651601266,0.003740833,1.301305109,24.35347021
0.15,2.443629819,0.003521773,1.501065239,21.11136891
0.2,2.821657583,0.003955358,0.661641894,14.47382892
0.25,2.648159419,0.003360975,483.9991948,5.055905009
0.3,2.791903856,0.002990531,4.130668746,3.855824588
0.35,2.122818716,0.002929412,2.113996463,4.945076894
0.4,2.677319846,0.002843867,2.103461543,2.369513638
0.05,2.621695857,0.003755764,3.059451993,26.71090139
0.1,2.771737358,0.003688377,0.595369384,49.78370331
0.15,2.539915275,0.00365243,0.837965571,27.25081521
0.2,2.968759189,0.00320174,1.459484817,6.68636869
0.25,2.776274657,0.003668979,0.699559555,11.81304248
0.3,2.25608275,0.002544865,0.879040695,6.816658876
0.35,1.991783509,0.002738555,0.357784732,13.15138261
0.4,2.850722706,0.004017806,0.731863496,12.66947953
0.05,2.299479077,0.003518688,6.086607568,17.84448785
0.1,3.202567327,0.004066039,290.6728361,9.483177565
0.15,2.368156141,0.003377699,0.952534742,7.242037459
0.2,2.481421609,0.00318449,0.598155447,11.05607549
0.25,3.348609579,0.004324605,0.960735986,4.409827116
0.3,2.54056505,0.003598563,0.840144899,7.783031943
0.35,2.314705734,0.003339522,3.380470526,8.99401608
0.4,3.137539006,0.004025802,2.642284326,3.237225049
0.05,2.394385974,0.003515281,1.108164152,40.37786013
0.1,2.258274559,0.003395558,0.535403748,21.36866366
0.15,2.521239467,0.003582198,1.804963706,11.1763547
0.2,2.676014518,0.003529976,1.23637536,9.448230214
0.25,2.326079909,0.003353823,2.227332577,6.030153478
0.3,2.732542584,0.003536426,687.9201112,3.475935021
0.35,2.436848406,0.002679041,575.2802818,2.268244524
0.4,3.4164651,0.003940768,1.439564173,2.282249211
0.05,2.452243132,0.003635275,1.895463403,45.57596564
0.1,2.647202067,0.00340536,0.820034713,25.58278663
0.15,2.782595781,0.003865007,3.859389664,16.60765512
0.2,2.686448035,0.003427467,4.416319472,5.066292587
0.25,2.684477534,0.003697378,0.921558024,11.64551203
0.3,2.760449686,0.003683137,1.285306501,16.05234006
0.35,2.328644676,0.002804603,1.514902062,4.2262035
0.4,2.038412094,0.002360404,4.895392409,3.245179399
0.05,2.725085518,0.003801373,1.265124341,15.6103331
0.1,2.731770168,0.003880107,1.184693077,15.89552508
0.15,2.623088766,0.003756528,0.770186136,12.52407112
0.2,2.703048221,0.003753492,0.669427916,18.07674826
0.25,2.352035569,0.003458378,1.015047131,11.63675397
0.3,2.29278268,0.00288406,2.476652935,4.882874095
0.35,2.937983227,0.002957947,1.019333708,4.708715469
0.4,2.74904276,0.002792874,0.629571743,2.776530143
0.05,2.768200772,0.003808212,1.512277345,42.3634322
0.1,3.005221549,0.003927414,1.135003544,13.21003158
0.15,2.710696612,0.00372964,1.39438276,11.4987762
0.2,2.399686604,0.003214888,1.029768389,7.989933332
0.25,2.489913495,0.003322302,3207.143441,5.840356661
0.3,2.493069502,0.003952569,0.521603083,12.33184357
0.35,3.01878323,0.003264771,1.838256177,3.733579971
0.4,2.438457871,0.003261183,2.007562591,2.69611722
0.05,2.421028429,0.003706237,1.514247807,15.63897833
0.1,2.456988022,0.003710996,1.083009078,13.44996261
0.15,2.215765321,0.003293739,2.805969151,6.442947597
0.2,2.914896377,0.003943078,1.47643871,14.87289394
0.25,2.821892526,0.00329199,2.053883523,7.697674118
0.3,2.495240699,0.003654062,7.403160357,3.486254084
0.35,2.733027973,0.003597286,0.455922824,4.817899928
0.05,2.454924736,0.003641263,0.618371521,35.69113686
0.1,2.446975612,0.003715691,0.332311891,25.70746488
0.15,2.926669383,0.004155293,3.726734752,7.773096701
0.2,2.725229948,0.003385265,720.1386722,9.429348651
0.25,2.635216836,0.003749904,1.27717047,16.48779647
0.3,2.504030014,0.00322362,0.992942513,5.418077964
0.35,3.497239423,0.004619751,0.862166203,4.435009945
0.4,2.356836256,0.003148668,0.967288414,4.908986459
0.05,2.744671917,0.003777926,0.951112453,36.05008537
0.1,2.584898637,0.003498574,2.940804398,16.54473417
0.15,2.674278256,0.003558829,2.086908512,9.30983134
0.2,2.485386859,0.003442684,3.732037544,7.248179736
0.25,2.3916328,0.003453259,0.862974864,6.572402414
0.3,3.065484298,0.003941113,1.077940644,5.305096301
0.35,2.467259849,0.003102991,0.71731446,3.586560379
0.4,2.856310444,0.003836917,0.865249745,2.933172279
0.05,2.79218503,0.004101307,3.001546379,29.01871518
0.1,2.296915992,0.003520906,1.331138119,15.85178218
0.15,2.32699308,0.003283633,1.082035588,17.48222864
0.2,2.810893554,0.003509497,0.407958234,8.535324191
0.25,2.70171482,0.003059281,1.856010477,4.904575688
0.3,2.48627245,0.003330943,1.163364319,4.267334585
0.35,2.650145696,0.003188866,0.8339996,10.85598473
0.4,2.236821481,0.002382745,1.291570274,4.28543771
0.05,2.691742354,0.003881234,0.357770527,65.75386459
0.1,2.338033854,0.00351314,1.342766342,50.86983268
0.15,2.247585121,0.003431789,1.021112285,22.16009195
0.2,2.511143588,0.003609324,0.6935146,7.407675251
0.25,3.067821738,0.003381602,1.985111044,5.666230707
0.3,2.827130124,0.003837904,0.634989019,4.122937757
0.35,2.64899795,0.003295742,1.086842448,3.752743083
0.4,2.573233341,0.003573565,2.195738204,4.605601344
0.05,2.460550038,0.003646471,1.339378802,20.96087423
0.1,2.469370299,0.003540079,1.242962802,20.91394061
0.15,2.64101558,0.003439735,1.675656306,10.91199712
0.2,2.810730838,0.003500187,0.874552107,10.93280511
0.25,2.863051924,0.004015128,1.729298793,5.634526586
0.3,2.610080461,0.003044124,2.467679937,5.278480676
0.35,2.369139112,0.00313855,1.94335961,5.340523945
0.4,3.117207275,0.001808711,9621.850385,1.281029974
0.05,2.657052616,0.003847573,1.099988743,22.17655712
0.1,2.540193566,0.003767084,2.057908999,26.48336315
0.15,2.532103128,0.003198232,5.647312649,7.386657002
0.2,2.806634121,0.003819039,1.683199163,19.90140614
0.25,2.549580916,0.003831876,1.107725106,8.701225721
0.3,1.93638988,0.003596552,1.074693263,6.829952217
0.35,2.734612226,0.003120279,1.657360113,4.277060124
0.4,2.600769658,0.002859821,0.793853408,3.239340625
0.05,2.664900939,0.003780839,1.532496309,26.52684094
0.1,2.349066617,0.003485692,1.540931514,17.44938683
0.15,2.317220503,0.003114848,3.856682075,9.411071176
0.2,2.699799778,0.003723074,3.623186643,7.040902042
0.25,3.164271846,0.003827211,0.523429086,20.78563364
0.3,2.500142787,0.003041902,0.93766431,6.628444299
0.35,2.554974236,0.00384044,0.637536445,5.558819597
0.4,2.854409707,0.003877676,108.391569,4.088705602
0.05,2.860315267,0.004098454,1.606997213,27.32227034
0.1,2.606478706,0.003795229,2.362538084,8.757329006
0.15,2.687364274,0.003945811,1.520773652,6.764447944
0.2,2.744952488,0.003333454,1.946405932,10.10328473
0.25,2.435189137,0.003246964,1.969285826,9.719331973
0.3,2.628306044,0.003155877,0.69414916,7.715986082
0.35,2.917718714,0.003916714,1.548602761,9.181528427
0.4,2.366906733,0.002711477,0.978824549,4.946620846
0.05,2.654147794,0.003722921,4.006724763,18.0083448
0.1,2.610932246,0.003640592,1.005434417,46.10001589
0.15,2.274131517,0.003482878,1.084329716,15.77952528
0.2,2.37583169,0.003354623,1.495993399,14.03246043
0.25,2.835662926,0.003937138,0.849838887,11.13742708
0.3,2.461494452,0.003180916,4.068531342,4.787434604
0.35,2.565188457,0.00358627,0.789905337,7.534462999
0.4,2.202931953,0.002932228,0.720644024,3.176902601
0.05,2.872703519,0.003956717,3.464381237,17.64885881
0.1,2.561491945,0.003568064,0.498544357,26.25420597
0.15,2.739151126,0.003461659,16.86086237,7.002282498
0.2,2.679484052,0.003569568,0.524018402,8.717167075
0.25,2.52070322,0.003233392,1.000304098,7.421445242
0.3,3.109366847,0.003881505,3.164177794,4.202666074
0.35,2.93414506,0.00398256,3.024368052,5.08095261
0.4,2.244222733,0.003185192,1156.210949,2.667068566
0.05,2.321932946,0.003463502,6.526535339,26.41072762
0.1,2.219028542,0.003370723,1.585401745,14.23454253
0.15,2.405907957,0.003598075,0.763524928,11.4721924
0.2,2.682084868,0.003791723,1.022592632,9.027606555
0.25,2.784302175,0.003678743,1212.361286,5.82566734
0.3,2.572826628,0.00423545,1.271583565,5.731972529
0.35,2.515613024,0.00391925,0.631314459,5.363841924
0.4,2.232956838,0.002785295,0.762033876,3.259892494
0.05,2.819513213,0.004027498,0.554801039,49.05349967
0.1,2.561729432,0.003664524,2.045652919,11.59958006
0.15,2.70123394,0.003833096,2.092857455,8.633699809
0.2,2.239851247,0.002990715,0.763998228,6.66086846
0.25,2.545319398,0.003175882,1.03735772,11.9788871
0.3,2.305677598,0.002811157,1491.169821,3.876786937
0.35,2.500092216,0.002809049,1.177170495,3.570516552
0.4,2.612720305,0.002256958,1.171608524,1.614241964
0.05,2.979320788,0.00407257,2.704304008,70.58236618
0.1,2.451276618,0.003546301,1.406745581,31.6480558
0.15,2.417948155,0.003372445,1.139905155,22.15890076
0.2,2.596761589,0.003658053,1.586145722,17.2367949
0.25,2.453100078,0.003686158,0.68202822,8.991079657
0.3,2.650923847,0.003737705,1.461262548,4.764970901
0.35,2.248704004,0.002708844,0.769575099,4.366424153
0.4,2.957827871,0.002740327,3618.449198,1.806746395
0.05,2.615628391,0.003892313,0.682665882,13.73107471
0.1,2.323140946,0.003394721,1.860143529,17.61194305
0.15,2.422399942,0.003702003,2.318444222,27.37721935
0.2,2.429810448,0.003387413,0.866705319,18.83161024
0.25,2.493989,0.003255919,1.616030812,4.787138201
0.3,2.971207367,0.003698506,912.5088554,3.113840467
0.35,2.515525051,0.002717403,1.407968145,2.317004443
0.4,2.851925133,0.003763357,1.276946443,4.567974775
0.05,2.827757134,0.003881188,0.776681686,56.29836264
0.1,2.57001261,0.003955046,3.427011709,22.58870665
0.15,2.497183938,0.003461671,1.793287924,9.367944289
0.2,2.847774305,0.003458449,0.987033828,9.081581712
0.25,2.648643882,0.003915835,1.205805218,8.169834084
0.3,2.320323102,0.003193595,491.8826082,3.172732411
0.35,2.787049497,0.003711997,1.653350307,3.766776814
0.4,2.929756933,0.003293343,0.570270795,7.085166886
0.05,2.713397311,0.003814937,1.604252297,18.74411682
0.1,2.598235152,0.003618817,1.073192771,20.3402416
0.15,2.509109419,0.003288864,1.247675894,14.68882126
0.2,2.694040894,0.004022686,0.781553894,5.573994952
0.25,2.528944718,0.003207947,0.928835591,7.648894968
0.3,2.678018667,0.003524692,0.728656598,5.318535255
0.35,2.706804453,0.003163675,0.734424831,4.53985282
0.4,2.485979545,0.002981299,3.701144293,2.466663301
0.05,2.347225749,0.003557261,2.32013911,14.13210407
0.1,2.845284508,0.003960072,2.626405036,20.08806198
0.15,2.914421043,0.003717583,1.870103416,4.889768607
0.2,2.688117156,0.004286277,6.649589713,6.865362842
0.25,2.654223423,0.003447115,1.062418874,6.539285572
0.3,2.532237148,0.002989604,629.4951869,5.930149959
0.35,2.435062002,0.002847281,2.074237896,2.529253956
0.4,2.349579067,0.003096812,0.522060023,3.53679082
0.05,2.704771969,0.003714664,8.245521002,69.45366926
0.1,2.760398251,0.003892963,2.302515225,12.69503861
0.15,2.53620276,0.003625781,9.57218024,5.701845316
0.2,2.87882832,0.003999086,1.489172917,7.478407693
